Empresa;Filial;Produto;Produto Fornecedor;Descricao;Classe;Saldo;Preco Venda;Custo Reposicao;ICMS ST;Icms Normal;IPI;Icms Ult. Entrada;PIS Ult. Entrada;Cofins Ult. Entrada;CBENEF;CST Saida;CST Entrada;NCM;Classificacao Fiscal;CEST;% IPI;Uf Ultima Entrada;% Reducao E;% Reducao S;%Credito Out. E;%Credito Out. S;%FCP E;%FCP S;%MVA E;%MVA S;%ICMS E;%ICMS S;% PIS E;% PIS S;% COFINS E;% COFINS S;ST COFINS E;ST COFINS S;ST PIS E;ST PIS S;%RED. ST E;%RED. ST S;%Red. Difer. E;%Red. Difer. S;Aliq.ICMS Gar E;Aliq.ICMS Gar S;Comp ST Ent Orig;Comp ST Sai Orig;Comp ST Dev Orig;Comp ST Ent Dest;Comp ST Sai Dest;Comp ST Dev Dest;Codigo Getin;WMS;Altura;Largura;Comprimento;Empilhamento;Validade;Descricao WMS;Grupo;Sub-Grupo;Fornecedor;Peso Liquido;Peso Bruto;Unid.Med;QtdCX;Fator Conversao;Operacao;Multiplo;Especial;Pedido Minimo;Pauta;Valor;Margem Bruta;Conting;Agregados;Custo NF;Desconto;Verba;Data Ult. Compra;Qtde Ult. Compra;Acumula Caixa;Gera ADM;Aceita Troca;Aceita Subfat;Situacao;Tipo;Vai Palm;Ctrl Lote;Perc. Comis.;Qtd.Max.Revenda;Agrup.;ST IPI;EAN Trib;Divisor WMS;Data Cad.;Outras Despesas;EAN Comercial;Embalagem Comercial;EAN Tributavel;Embalagem Tributavel;EAN CX WMS;Emb Com. CX;EAN Display WMS;Emb Com. Display;EAN Frac Wms;EAN Fornecedor;Fator Fornecedor;EAN Ecom;Fator Ecom;CX Ecom;Emb. Exp. Comercial;Emb. Exp. Trib.;
03;01;14000173;88428-03300-37      ;HIDRA FLOR CEREJEIRA............01X200ML;0;      1.121,00;      14,5100;       9,2612;          0,0000;          0,7217;          0,0000;          0,7217;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900669308 ;S;   0,1800;   0,0600;   0,0400;   65; 1050;HIDRAT FLOR DE CEREJEIRA..........24X200                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   24,000;M;   2;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      10,3102;       0,00;        0,0000;28/04/2025;    912,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;53;4005900669308 ;   24;16/10/2019;          0,0000;4005900669308 ;0001-UN;4005900669308 ;0001-UN;17319470118109;0019-CX0024;              ;0000-****;4005900669308 ;4005900669308 ;0000;4005900669308 ;001;00001;0000-****;0000-****;
03;01;14000174;88430-03300-37      ;HIDRA FLOR CEREJEIRA............01X400ML;0;          6,00;      23,6900;      14,1245;          0,0000;          0,9800;          0,0000;          0,9800;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900669261 ;S;   0,2000;   0,0800;   0,0500;   65; 1050;HIDRAT FLOR DE CEREJEIRA..........12X400                    ;1400;14000011;046389383000647;    0,400;    0,440;0001;    1;   12,000;M;   2;2;    1;0000;       0,0000;      37,83;       1,00;       2,50;      14,1245;       0,00;        0,0000;03/10/2024;     84,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;53;4005900669261 ;   12;16/10/2019;          0,0000;4005900669261 ;0001-UN;4005900669261 ;0001-UN;17319470118024;0011-CX0012;              ;0000-****;4005900669261 ;4005900669261 ;0000;4005900669261 ;001;00001;0000-****;0000-****;
03;01;14000175;83244-03300-37      ;HIDRA FLOR LARANJEIRA...........01X200ML;0;         29,00;      14,5100;       9,2612;          0,0000;          0,6400;          0,0000;          0,6400;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900669278 ;S;   0,1800;   0,0600;   0,0400;   65; 1050;LOCAO DEO HIDRATANTE ORANGE NBD...24X200                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   24,000;M;   2;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;       9,2612;       0,00;        0,0000;03/10/2024;    312,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;53;4005900669278 ;   24;16/10/2019;          0,0000;4005900669278 ;0001-UN;4005900669278 ;0001-UN;17319470118048;0019-CX0024;              ;0000-****;4005900669278 ;4005900669278 ;0000;4005900669278 ;001;00001;0000-****;0000-****;
03;01;14000177;88151-03300-41      ;HIDRA GEL Q10 BYE BYE CELULITE..01X201GR;0;          0,00;      40,0700;      25,5846;          0,0000;          1,0200;          0,0000;          1,0200;          0,0000;          0,0000;        ;10;00; 33049990;'33049990B ;2001500;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   20,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808881512 ;S;   0,1800;   0,0600;   0,0400;   65; 1050;HIDRATANTE BYE BYE CELULITE.......12x201                    ;1400;14000017;046389383000647;    0,201;    0,221;0001;    1;   12,000;M;   0;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      25,5846;       0,00;        0,0000;23/07/2024;     24,00;0;1;0;0;A; ;S;N;  0,00;    0;  108;00;4005808881512 ;   12;21/08/2014;          0,0000;4005808881512 ;0001-UN;4005808881512 ;0001-UN;17319470114804;0011-CX0012;              ;0000-****;4005808881512 ;4005808881512 ;0000;4005808881512 ;001;00001;0000-****;0000-****;
03;01;14000179;84687-03321-38      ;HIDRA LOCAO DEO REPAIR CARE.....01X 75GR;0;          0,00;      19,4400;      12,4128;          0,0000;          0,4900;          0,0000;          0,4900;          0,0000;          0,0000;        ;10;00; 33072090;'33072090A ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900704337 ;S;   0,1100;   0,0600;   0,0600;   65; 1050;LOCAO DEO HIDRATANTE REPAIR CARE..12X75G                    ;1400;14000011;046389383000647;    0,095;    0,105;0001;    1;   12,000;M;   2;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      12,4128;       0,00;        0,0000;20/08/2024;    120,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;00;4005900704337 ;   12;17/03/2021;          0,0000;4005900704337 ;0001-UN;4005900704337 ;0001-UN;04005805286204;0011-CX0012;              ;0000-****;4005900704337 ;4005900704337 ;0000;4005900704337 ;001;00001;0000-****;0000-****;
03;01;14000181;80313-03300-41      ;HIDRA LOTION....................01X200ML;0;      2.534,00;      14,5100;       9,7232;          0,0000;          0,7217;          0,0000;          0,7217;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808310999 ;S;   0,1800;   0,0600;   0,0400;   65; 1050;HIDRATANTE DESOD. LOTION..........24x200                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   24,000;M;   0;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      10,3102;       0,00;        0,7200;28/04/2025;  1.824,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;00;4005808310999 ;   24;13/07/2012;          0,0000;4005808310999 ;0001-UN;4005808310999 ;0001-UN;17319470013794;0019-CX0024;              ;0000-****;4005808310999 ;4005808310999 ;0000;4005808310999 ;001;00001;0000-****;0000-****;
03;01;14000182;80210-03300-41      ;HIDRA MILK PELE EXTRA SECA......01X200ML;0;      6.027,00;      14,5900;      10,1443;          0,0000;          0,7217;          0,0000;          0,7217;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808309436 ;S;   0,1800;   0,0600;   0,0400;   65; 1050;HIDRAT.DESOD.MILK.PELE.EXTRA.SECA.24x200                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   24,000;M;   0;2;    1;0000;       0,0000;      31,15;       1,00;       2,50;      10,3102;       0,00;        0,7500;28/04/2025;  4.560,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;53;4005808309436 ;   24;13/07/2012;          0,0000;4005808309436 ;0001-UN;4005808309436 ;0001-UN;17319470013183;0019-CX0024;              ;0000-****;4005808309436 ;4005808309436 ;0000;4005808309436 ;001;00001;0000-****;0000-****;
03;01;14000183;80203-03300-41      ;HIDRA MILK......................01X400ML;0;      2.138,00;      23,1000;      15,3954;          0,0000;          1,0902;          0,0000;          1,0902;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808315697 ;S;   0,2000;   0,0800;   0,0500;   65; 1050;HIDRATANTE DESOD. MILK............12x400                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   12,000;M;   0;2;    1;0000;       0,0000;      31,95;       1,00;       2,50;      15,5743;       0,00;        0,4500;28/04/2025;  1.740,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;00;4005808315697 ;   12;15/04/2013;          0,0000;4005808315697 ;0001-UN;4005808315697 ;0001-UN;17319470083445;0011-CX0012;              ;0000-****;4005808315697 ;4005808315697 ;0000;4005808315697 ;001;00001;0000-****;0000-****;
03;01;14000187;84381-03300-37      ;HIDRA OLEO DE COCO..............01X200ML;0;        443,00;      14,5100;       9,2612;          0,0000;          0,6400;          0,0000;          0,6400;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900669292 ;S;   0,1800;   0,0600;   0,0400;   65; 1050;HIDRAT OLEO DE COCO...............24X200                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   24,000;M;   2;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;       9,2612;       0,00;        0,0000;20/08/2024;  1.200,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;53;4005900669292 ;   24;16/10/2019;          0,0000;4005900669292 ;0001-UN;4005900669292 ;0001-UN;17319470118086;0019-CX0024;              ;0000-****;4005900669292 ;4005900669292 ;0000;4005900669292 ;001;00001;0000-****;0000-****;
03;01;14000188;88232-03300-41      ;HIDRA PARA BANHO MILK...........01X250ML;0;          0,00;      25,1500;      16,0613;          0,0000;          1,1241;          0,0000;          1,1241;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808840625 ;S;   0,1900;   0,0700;   0,0700;   65; 1095;HIDRAT. PARA BANHO MILK...........12x250                    ;1400;14000003;046389383000647;    0,250;    0,275;0001;    1;   12,000;M;   0;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      16,0613;       0,00;        0,0000;30/11/2024;     24,00;0;1;0;0;A; ;S;N;  0,00;    0;  101;53;4005808840625 ;   12;06/12/2013;          0,0000;4005808840625 ;0001-UN;4005808840625 ;0001-UN;17319470008295;0011-CX0012;              ;0000-****;4005808840625 ;4005808840625 ;0000;4005808840625 ;001;00001;0000-****;0000-****;
03;01;14000190;88138-03300-41      ;HIDRA SOFT MILK PELE SECA.......01X200ML;0;      5.194,00;      14,5500;       9,6427;          0,0000;          0,7217;          0,0000;          0,7217;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808335435 ;S;   0,1800;   0,0600;   0,0400;   65; 1050;HIDRAT DESOD SOFT MILK PELE SECA..24x200                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   24,000;M;   0;2;    1;0000;       0,0000;      34,80;       1,00;       2,50;      10,3102;       0,00;        0,8600;28/04/2025;  3.480,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;00;4005808335435 ;   24;13/07/2012;          0,0000;4005808335435 ;0001-UN;4005808335435 ;0001-UN;17319470017679;0019-CX0024;              ;0000-****;4005808335435 ;4005808335435 ;0000;4005808335435 ;001;00001;0000-****;0000-****;
03;01;14000191;88144-03300-41      ;HIDRA SOFT MILK.................01X400ML;0;      2.986,00;      23,9000;      14,2470;          0,0000;          1,0902;          0,0000;          1,0902;          0,0000;          0,0000;        ;10;00; 33072090;'33072090  ;2002901;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    7,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900004956 ;S;   0,2000;   0,0800;   0,0500;   65; 1050;HIDRATANTE DESOD. SOFT MILK.......12x400                    ;1400;14000011;046389383000647;    0,200;    0,220;0001;    1;   12,000;M;   0;2;    1;0000;       0,0000;      37,84;       1,00;       2,50;      15,5743;       0,00;        0,0000;28/04/2025;  1.740,00;0;1;0;0;A; ;S;N;  0,00;    0;  105;00;4005900004956 ;   12;15/04/2013;          0,0000;4005900004956 ;0001-UN;4005900004956 ;0001-UN;17319470083469;0011-CX0012;              ;0000-****;4005900004956 ;4005900004956 ;0000;4005900004956 ;001;00001;0000-****;0000-****;
03;01;14000194;81121-03300-21      ;LENCO LIMPEZA DEMAQ AZUL 3EM1...01X 25UN;0;         46,00;      18,9000;      12,0642;          0,0000;          0,4826;          0,0000;          0,4826;          0,0000;          0,0000;        ;10;00; 34011190;'34011190A ;2003401;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   17,00;    0,00;    0,00;    0,00;    0,00;70;06;   70,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4006000005430 ;S;   0,1500;   0,0900;   0,0500;   65;  760;LENCO LIMPEZA DEMAQ AZUL 3 EM 1.....6x25                    ;1400;14000009;046389383000647;    0,167;    0,183;0001;    1;    6,000;M;   0;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      12,0640;       0,00;        0,0000;30/11/2024;     30,00;0;1;0;0;A; ;S;N;  0,00;    0;  104;00;4006000005430 ;    6;16/04/2013;          0,0000;4006000005430 ;0001-UN;4006000005430 ;0001-UN;4005805424118 ;0006-CX0006;              ;0000-****;4006000005430 ;4006000005430 ;0000;4006000005430 ;001;00001;0000-****;0000-****;
03;01;14000196;885470330008        ;LENCO LIMPEZA DEMAQ EXPERT......01X 20UN;0;          0,00;      15,1000;       9,6400;          0,0000;          0,4700;          0,0000;          0,0000;          0,0000;          0,0000;        ;10;00; 34011190;'34011190A ;2003401;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   17,00;    0,00;    0,00;    0,00;    0,00;70;06;   70,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900520920 ;S;   0,1500;   0,0700;   0,0300;   65;  700;LENCO LIMPEZA DEMAQ EXPERT..........6X20                    ;1400;14000009;046389383000647;    0,025;    0,028;0001;    1;    6,000;M;   2;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      11,7850;       0,00;        0,0000;08/05/2020;     18,00;0;1;0;0;A; ;S;N;  0,00;    0;  104;53;4005900520920 ;    6;28/02/2019;          0,0000;4005900520920 ;0001-UN;4005900520920 ;0001-UN;17319470105284;0006-CX0006;              ;0000-****;4005900520920 ;4005900520920 ;0000;4005900520920 ;001;00001;0000-****;0000-****;
03;01;14000198;81182-03300-23      ;LOCAO DEMAQUILANTE BIFASICO.....01X125ML;0;          7,00;      23,0200;      14,6983;          0,0000;          0,5800;          0,0000;          0,5800;          0,0000;          0,0000;        ;10;00; 33049990;'33049990C ;2001500;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   20,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808571147 ;S;   0,1400;   0,0500;   0,0400;   65;  748;LOCAO DEMAQUILANTE BIFASICO.......12x125                    ;1400;14000009;046389383000647;    0,125;    0,138;0001;    1;   12,000;M;   0;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      14,6983;       0,00;        0,0000;20/08/2024;    120,00;0;1;0;0;A; ;S;N;  0,00;    0;  104;00;4005808571147 ;   12;15/04/2013;          0,0000;4005808571147 ;0001-UN;4005808571147 ;0001-UN;17319470037110;0011-CX0012;              ;0000-****;4005808571147 ;4005808571147 ;0000;4005808571147 ;001;00001;0000-****;0000-****;
03;01;14000201;88581-03301-22      ;LOCAO POS BARBA MEN DEEP........01X100ML;0;          0,00;      35,1400;      23,4630;          0,0000;          0,9300;          0,0000;          0,9300;          0,0000;          0,0000;        ;10;00; 33071000;'33071000A ;2002600;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900648419 ;S;   0,1100;   0,0700;   0,0400;   65; 1095;LOCAO POS BARBA MEN DEEP..........06X100                    ;1401;14010001;046389383000647;    0,100;    0,110;0001;    1;    6,000;M;   2;2;    1;0000;       0,0000;      30,50;       1,00;       2,50;      23,4630;       0,00;        0,0000;20/08/2024;     30,00;0;1;0;0;A; ;S;N;  0,00;    0;  109;00;4005900648419 ;    6;09/09/2023;          0,0000;4005900648419 ;0001-UN;4005900648419 ;0001-UN;4005805303680 ;0006-CX0006;              ;0000-****;4005900648419 ;4005900648419 ;0000;4005900648419 ;001;00001;0000-****;0000-****;
03;01;14000204;86713-03300-26      ;MOUSSE LIMPEZA NORMAL E MISTA...01X150GR;0;         34,00;      26,8600;      17,1518;          0,0000;          0,6800;          0,0000;          0,6800;          0,2700;          1,2500;        ;10;00; 34013000;'34013000C ;2001500;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005808692576 ;S;   0,1500;   0,0500;   0,0500;   65;  785;MOUSSE DE LIMPEZA NORMAL E MISTA..12x150                    ;1400;14000009;046389383000647;    0,150;    0,165;0001;    1;   12,000;M;   0;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      17,1518;       0,00;        0,0000;20/08/2024;    120,00;0;1;0;0;A; ;S;N;  0,00;    0;  104;00;4005808692576 ;   12;15/04/2013;          0,0000;4005808692576 ;0001-UN;4005808692576 ;0001-UN;4005805454344 ;0011-CX0012;              ;0000-****;4005808692576 ;4005808692576 ;0000;4005808692576 ;001;00001;0000-****;0000-****;
03;01;14000205;81306-03401-13      ;POS BARBA BALSAMO SENSITIVE.....01X100ML;0;          0,00;      35,1400;      23,4633;          0,0000;          0,9300;          0,0000;          0,9300;          0,0000;          0,0000;        ;10;00; 33071000;'33071000A ;2002600;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;8715200813061 ;S;   0,1100;   0,0700;   0,0400;   65; 1095;POS BARBA BALSAMO SENSITIVE........6x100                    ;1401;14010001;046389383000647;    0,100;    0,110;0001;    1;    6,000;M;   0;2;    1;0000;       0,0000;      30,50;       1,00;       2,50;      23,4633;       0,00;        0,0000;03/10/2024;      6,00;0;1;0;0;A; ;S;N;  0,00;    0;  109;00;8715200813061 ;    6;13/07/2012;          0,0000;8715200813061 ;0001-UN;8715200813061 ;0001-UN;4005805309644 ;0006-CX0006;              ;0000-****;8715200813061 ;8715200813061 ;0000;8715200813061 ;001;00001;0000-****;0000-****;
03;01;14000207;81300-03302-25      ;POS BARBA HIDRATANTE BALSAMO....01X100ML;0;         12,00;      35,1400;      23,4633;          0,0000;          0,9300;          0,0000;          0,9300;          0,0000;          0,0000;        ;10;00; 33071000;'33071000A ;2002600;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   17,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;8412300813006 ;S;   0,1100;   0,0700;   0,0400;   65; 1095;POS BARBA HIDRATANTE BALSAMO.......6x100                    ;1401;14010001;046389383000647;    0,100;    0,110;0001;    1;    6,000;M;   0;2;    1;0000;       0,0000;      30,50;       1,00;       2,50;      23,4625;       0,00;        0,0000;03/10/2024;     12,00;0;1;0;0;A; ;S;N;  0,00;    0;  109;00;8412300813006 ;    6;13/07/2012;          0,0000;8412300813006 ;0001-UN;8412300813006 ;0001-UN;17804955000999;0006-CX0006;              ;0000-****;8412300813006 ;8412300813006 ;0000;8412300813006 ;001;00001;0000-****;0000-****;
03;01;14000209;85286-03300-54      ;PROT LABIAL AMORA SHINE.........01X4.8GR;0;        843,00;      15,5000;      10,1959;          0,0000;          0,4078;          0,0000;          0,4078;          0,0000;          0,0000;        ;10;00; 33049990;'33049990C ;2001500;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   20,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900453259 ;S;   0,1200;   0,0800;   0,0200;   65;  730;PROTETOR LABIAL AMORA SHINE......24x4.8                     ;1400;14000013;046389383000647;    0,012;    0,012;0001;    1;   24,000;M;   2;2;    1;0000;       0,0000;      39,00;       1,00;       2,50;      10,1959;       0,00;        1,9300;31/03/2025;    960,00;0;1;0;0;A; ;S;N;  0,00;    0;  106;00;4005900453259 ;   24;08/06/2020;          0,0000;4005900453259 ;0001-UN;4005900453259 ;0001-UN;17319470100616;0019-CX0024;              ;0000-****;4005900453259 ;4005900453259 ;0000;4005900453259 ;001;00001;0000-****;0000-****;
03;01;14000210;85077-03300-54      ;PROT LABIAL CEREJA SHINE........01X4.8GR;0;        930,00;      15,9700;      10,1959;          0,0000;          0,4078;          0,0000;          0,4078;          0,0000;          0,0000;        ;10;00; 33049990;'33049990B ;2001500;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   20,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900663993 ;S;   0,1200;   0,0800;   0,0200;   65;  730;PROTETOR LABIAL CEREJA SHINE.....24x4.8                     ;1400;14000013;046389383000647;    0,012;    0,012;0001;    1;   24,000;M;   2;2;    1;0000;       0,0000;      33,50;       1,00;       2,50;      10,1959;       0,00;        0,0000;31/03/2025;    960,00;0;1;0;0;A; ;S;N;  0,00;    0;  106;00;4005900663993 ;   24;18/10/2019;          0,0000;4005900663993 ;0001-UN;4005900663993 ;0001-UN;17319470117768;0019-CX0024;              ;0000-****;4005900663993 ;4005900663993 ;0000;4005900663993 ;001;00001;0000-****;0000-****;
03;01;14000211;85061-03305-48      ;PROT LABIAL CLIPSTRIP LV6PG5....01X 06UN;0;          0,00;      84,9000;      45,7900;          0,0000;          1,5000;          8,2500;          1,5000;          0,0000;          0,0000;        ;10;00; 33049990;'33049990C ;2001500; 22,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   21,50;    4,00;   20,00;    0,00;    0,00;    0,00;    0,00;73;06;   73,00;    6,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;4005900917249 ;S;   0,1200;   0,0800;   0,0200;   65;  730;PROTETOR LAB CLIPSTRIP LV6PG5.06X06x4.8                     ;1400;14000013;046389383000647;    0,167;    0,183;0001;    1;    6,000;M;   2;2;    1;0000;       0,0000;      43,68;       1,00;       2,50;      37,5316;       0,00;        0,0000;18/02/2022;    300,00;0;1;0;0;A; ;S;N;  0,00;    0;  106;00;4005900917249 ;    6;18/02/2022;          0,0000;4005900917249 ;0001-UN;4005900917249 ;0001-UN;4005805371252 ;0006-CX0006;              ;0000-****;4005900917249 ;4005900917249 ;0000;4005900917249 ;001;00001;0000-****;0000-****;
