Nota;Emissao;Dt.Cont.;CGC/CPF;Razao;eracao;Repr;Valor da Nota;Desconto;Desc.Troca;Ser;UF;Observacoes;Pedido
8967;04/04/2025;11/04/2025;27697083000338;MIX COSMETICOS;132.01;120;635,88;0;0;1;MS;;0
12314;04/04/2025;11/04/2025;15757937000183;ODARA COMERCIO;132.01;151;95,2;0;0;2;MS;;0
2;10/04/2025;11/04/2025;59346765000120;TRANS AURELIO E;199.51;0;4.371,00;0;0;1;MS;;0
634;02/04/2025;11/04/2025;1914374000185;SACOLAO DESTAK;132.02;155;86,77;0;0;3;MS;;0
22;07/04/2025;11/04/2025;18659180000183;MERKADORES;132.02;155;2.259,22;0;0;4;MS;;0
10705;04/04/2025;11/04/2025;12075667000990;SUPERMERCADO FR;132.02;121;809,86;0;0;1;MS;;0
712467;11/04/2025;11/04/2025;41595263000178;;132.16;18;200,97;21,5;0;2;MS;DEV.VENDA R;EF.NF CLI     29
712468;11/04/2025;11/04/2025;33329412000129;;132.16;19;212,7;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1236
712469;11/04/2025;11/04/2025;29841719000137;MERCADO KRAUS;132.34;19;1.045,53;0;0;2;MS;DEV.VENDA R;EF.NF CLI 398508
712470;11/04/2025;11/04/2025;27697083000176;MIX COSMETICOS;132.16;120;156,31;0;0;2;MS;DEV.VENDA R;EF.NF CLI 739362
712471;11/04/2025;11/04/2025;40343479000426;ARAPONGAS SUPER;132.16;120;201,59;0;0;2;MS;DEV.VENDA R;EF.NF CLI 775575
158;08/04/2025;11/04/2025;35795689000172;MERCADO CANAA;196.68;0;239,78;0;0;1;MS;;0
3;10/04/2025;11/04/2025;59346765000120;TRANS AURELIO E;199.51;0;2.000,00;0;0;1;MS;;0
10873;18/03/2025;11/04/2025;4265309000407;OLIVEIRA & ESQU;132.01;9;177,6;0;0;1;MS;;0
81;08/04/2025;11/04/2025;31292412000176;FRANCIELLE TOMA;196.52;0;150;0;0;1;MS;;0
712473;14/04/2025;14/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;3,21;0;0;2;MS;AJUSTE ESTO;QUE            0
147148;11/04/2025;14/04/2025;37532249000158;BENFICA;132.01;8;2.687,76;80,85;0;2;MS;;0
65398;08/04/2025;14/04/2025;5589946000159;MANDIOCA S CONV;132.01;19;110,76;0;0;1;MS;;0
33605;09/04/2025;14/04/2025;1274396000632;DAMASCENO E DAM;132.01;413;1.078,76;27,54;0;1;MS;;0
33604;09/04/2025;14/04/2025;1274396000632;DAMASCENO E DAM;132.01;3;484,47;83,1;0;1;MS;;0
393;09/04/2025;14/04/2025;24493198000150;MINI MERCADO HI;132.01;18;71,76;0;0;1;MS;;0
28316;03/04/2025;14/04/2025;5330582000198;GULART E CIA LT;132.02;5;248,19;9,37;0;1;MS;;0
910;22/03/2025;14/04/2025;23566963000152;MERCADO ESTRELA;132.02;19;153,55;111;0;1;MS;;0
249399;09/04/2025;14/04/2025;73351000122;;132.02;19;768,01;0;0;1;MS;;0
712622;15/04/2025;15/04/2025;27385563000100;;132.16;457;252,61;4,99;0;2;MS;DEV.VENDA R;EF.NF CLI   1160
112641;04/04/2025;15/04/2025;12887219000214;SM NOVA ESTRELA;132.01;211;450,54;48,75;0;1;MS;;0
112588;04/04/2025;15/04/2025;12887219000214;SM NOVA ESTRELA;132.01;211;770,45;94,48;0;1;MS;;0
8868;14/04/2025;15/04/2025;43437785000177;CENTRAL ATACADI;132.01;8;1.176,03;96,42;0;1;MS;;0
3078;14/04/2025;15/04/2025;20392930000145;COZINHA TEMPERO;196.52;0;1.569,40;0;0;1;MS;;0
871840;14/04/2025;15/04/2025;3456937000164;DISTRIBUIDORA L;196.26;0;1.170,59;0;0;2;MS;;0
14706;10/04/2025;15/04/2025;14870472000100;SM COMPRE BEM;132.02;843;396,06;62,29;0;1;MS;;0
14710;11/04/2025;15/04/2025;14870472000100;SM COMPRE BEM;132.02;843;249,84;4,86;0;1;MS;;0
14705;09/04/2025;15/04/2025;14870472000100;SM COMPRE BEM;132.02;843;479,33;48,18;0;1;MS;;0
5685;04/04/2025;15/04/2025;10513998001315;SUPERMERCADOS P;132.02;121;111,97;0;0;1;MS;;0
10;03/03/2025;15/04/2025;53419493000165;SUPERMERCADO N.;132.02;14;448,22;0,76;0;1;MS;;0
11;03/03/2025;15/04/2025;53419493000165;SUPERMERCADO N.;132.02;14;284,6;32;0;1;MS;;0
75154;12/04/2025;15/04/2025;3735605000119;UNIAO;132.02;408;751,83;16,7;0;1;MS;;0
712704;15/04/2025;15/04/2025;33911408000174;MERCEARIA MENDE;132.16;408;187,92;6,47;0;2;MS;DEV.VENDA R;EF.NF CLI    749
712705;15/04/2025;15/04/2025;48384454000130;;132.34;451;156,03;0;0;2;MS;DEV.VENDA R;EF.NF CLI    493
712706;15/04/2025;15/04/2025;39375561000100;;132.16;437;128,73;6,76;0;2;MS;DEV.VENDA R;EF.NF CLI    731
712707;15/04/2025;15/04/2025;36941898000140;;132.16;407;112,3;9,74;0;2;MS;DEV.VENDA R;EF.NF CLI    408
712708;15/04/2025;15/04/2025;4484065000100;;132.16;407;297,97;14,98;0;2;MS;DEV.VENDA R;EF.NF CLI    409
712709;15/04/2025;15/04/2025;48486841000187;;132.16;407;670,63;44,26;0;2;MS;DEV.VENDA R;EF.NF CLI    402
712710;15/04/2025;15/04/2025;2753798000178;;132.16;408;92,26;0;0;2;MS;DEV.VENDA R;EF.NF CLI    756
712711;15/04/2025;15/04/2025;2753798000178;;132.16;408;634,89;0;0;2;MS;DEV.VENDA R;EF.NF CLI    743
712712;15/04/2025;15/04/2025;36642815000111;;132.16;16;357,24;0;0;2;MS;DEV.VENDA R;EF.NF CLI    990
712713;15/04/2025;15/04/2025;52322131000199;MANA ALIMENTOS;132.16;407;414,03;44,04;0;2;MS;DEV.VENDA R;EF.NF CLI    412
712714;15/04/2025;15/04/2025;19991735000152;;132.16;7;514,18;12,57;0;2;MS;DEV.VENDA R;EF.NF CLI    423
712715;15/04/2025;15/04/2025;26042466000143;;132.16;411;104,04;0;0;2;MS;DEV.VENDA R;EF.NF CLI    674
712716;15/04/2025;15/04/2025;35588327000100;;132.16;411;1.571,03;47,23;0;2;MS;DEV.VENDA R;EF.NF CLI    671
712717;15/04/2025;15/04/2025;48315092000125;;132.16;411;556,96;28,08;0;2;MS;DEV.VENDA R;EF.NF CLI    672
712718;15/04/2025;15/04/2025;15352184000126;;132.16;11;808,71;55,18;0;2;MS;DEV.VENDA R;EF.NF CLI    738
712719;15/04/2025;15/04/2025;28399099000165;;132.16;11;1.700,21;421,88;0;2;MS;DEV.VENDA R;EF.NF CLI    776
712720;15/04/2025;15/04/2025;46018910000100;;132.16;411;415,31;24,62;0;2;MS;DEV.VENDA R;EF.NF CLI    687
712721;15/04/2025;15/04/2025;8587193000130;;132.16;411;270,44;12,2;0;2;MS;DEV.VENDA R;EF.NF CLI    664
712722;15/04/2025;15/04/2025;33768854000252;SUPERMECADOS TH;132.16;11;249,04;4,76;0;2;MS;DEV.VENDA R;EF.NF CLI    736
712723;15/04/2025;15/04/2025;12940362000141;;132.16;411;790,42;74,58;0;2;MS;DEV.VENDA R;EF.NF CLI    685
712724;15/04/2025;15/04/2025;24207647000157;SUPER DOCES;132.16;437;623,14;68,62;0;2;MS;DEV.VENDA R;EF.NF CLI    749
712725;15/04/2025;15/04/2025;26042466000143;;132.16;11;106,74;13,07;0;2;MS;DEV.VENDA R;EF.NF CLI    756
712726;15/04/2025;15/04/2025;45720274000193;;132.34;457;104,66;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1076
712727;15/04/2025;15/04/2025;4860926000108;;132.16;408;1.671,90;27,69;0;2;MS;DEV.VENDA R;EF.NF CLI    742
712728;15/04/2025;15/04/2025;4860926000108;;132.16;408;643,11;55,35;0;2;MS;DEV.VENDA R;EF.NF CLI    750
712729;15/04/2025;15/04/2025;4860926000299;ATACADO NANTES;132.16;8;607,67;8,52;0;2;MS;DEV.VENDA R;EF.NF CLI    484
712730;15/04/2025;15/04/2025;4860926000299;ATACADO NANTES;132.16;8;467,16;23,44;0;2;MS;DEV.VENDA R;EF.NF CLI    463
712731;15/04/2025;15/04/2025;4860926000108;;132.16;408;182,28;0;0;2;MS;DEV.VENDA R;EF.NF CLI    738
712732;15/04/2025;15/04/2025;4860926000108;;132.16;8;119,92;16,07;0;2;MS;DEV.VENDA R;EF.NF CLI    485
712733;15/04/2025;15/04/2025;4860926000108;;132.16;408;314,15;0;0;2;MS;DEV.VENDA R;EF.NF CLI    765
712734;15/04/2025;15/04/2025;4860926000108;;132.16;8;875;86,02;0;2;MS;DEV.VENDA R;EF.NF CLI    480
712735;15/04/2025;15/04/2025;12870059000110;;132.16;12;175,29;18,65;0;2;MS;DEV.VENDA R;EF.NF CLI    609
712736;15/04/2025;15/04/2025;27774673000155;;132.34;16;388,03;0;0;2;MS;DEV.VENDA R;EF.NF CLI 758477
712737;15/04/2025;15/04/2025;38655997000190;;132.16;8;46,45;4,93;0;2;MS;DEV.VENDA R;EF.NF CLI    478
29686;08/04/2025;15/04/2025;4757459003291;LEVEMAX SUPERAT;132.01;90;6.603,80;0;0;5;MS;;0
13380;10/04/2025;15/04/2025;4757459002724;ABEVE AVENIDA B;132.01;90;310,37;0;0;5;MS;;0
18387;10/04/2025;15/04/2025;4757459000357;;132.01;90;3.416,23;0;0;5;MS;;0
32979;10/04/2025;15/04/2025;4757459000438;ABV;132.01;90;383,39;0;0;5;MS;;0
1634;09/04/2025;15/04/2025;201278000399;SUPERMERCADO SA;132.01;16;38,64;0;0;1;MS;;0
45716;11/04/2025;15/04/2025;33168717000368;RINCAO ATACADIS;132.01;12;436,42;0;0;1;MS;;0
125842;11/04/2025;15/04/2025;33168717000104;SUPERMERCADO SA;132.01;12;150,15;0;0;1;MS;;0
27148;08/04/2025;15/04/2025;1087634000196;ARY SERENA;132.01;16;255,46;49,05;0;8;MS;;0
21901;11/04/2025;15/04/2025;46876542000123;FERNANDES SUPER;132.01;414;384,18;0;0;1;MS;;0
712789;15/04/2025;15/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;16,75;0;0;2;MS;AJUSTE DE E;STOQUE         0
712885;15/04/2025;15/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;112,27;0;0;2;MS;AJUSTE ESTO;QUE            0
712886;15/04/2025;15/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;3.400,38;0;0;2;MS;AJUSTE ESTO;QUE            0
712940;16/04/2025;16/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;224,67;0;0;2;MS;;0
137;14/04/2025;16/04/2025;48364005000120;LIBERTY;199.51;0;5.337,00;0;0;1;MS;;0
74;14/04/2025;16/04/2025;51731423000112;AMARILDO PINHEI;199.51;0;1.061,00;0;0;1;MS;;0
368;14/04/2025;16/04/2025;31640223000147;ARTUR PINHEIRO;199.51;0;6.361,00;0;0;1;MS;;0
197;15/04/2025;16/04/2025;13488426000188;ALEX LEMES FARI;199.51;0;5.618,00;0;0;1;MS;;0
284;14/04/2025;16/04/2025;33918000000124;E DA SILVA LEIT;199.51;0;2.105,00;0;0;1;MS;;0
276;14/04/2025;16/04/2025;34057284000174;A. F. DO CARMO;199.51;0;3.711,00;0;0;1;MS;;0
1102;14/04/2025;16/04/2025;27493354000171;CARLOS ALBERTO;199.51;0;28.729,00;0;0;1;MS;;0
174;14/04/2025;16/04/2025;42785004000172;ARI TRANSPORTES;199.51;0;10.601,00;0;0;1;MS;;0
285;14/04/2025;16/04/2025;13715844000160;EDUARDO MONCAO;199.51;0;2.673,00;0;0;1;MS;;0
268;14/04/2025;16/04/2025;33661389000175;EDEMIR MARQUES;199.51;0;107;0;0;1;MS;;0
1;14/04/2025;16/04/2025;59750163000134;59.750.163 JUAR;199.51;0;8.300,00;0;0;1;MS;;0
1;15/04/2025;16/04/2025;10359659000192;LANCHONETE DO C;199.51;0;11.000,00;0;0;1;MS;;0
261;16/04/2025;16/04/2025;19972359000159;SOLIMAR PEDROSO;199.51;0;465;0;0;1;MS;;0
218;14/04/2025;16/04/2025;36953371000135;J GONCALVES DA;199.51;0;4.241,00;0;0;1;MS;;0
197;15/04/2025;16/04/2025;40732721000100;CHEST TRANSPORT;199.51;0;3.251,00;0;0;1;MS;;0
285;14/04/2025;16/04/2025;33891265000186;JOSE LUIZ BENIT;199.51;0;425;0;0;1;MS;;0
167;14/04/2025;16/04/2025;41771264000126;LOURIVAL RAIMUN;199.51;0;3.714,00;0;0;1;MS;;0
96;15/04/2025;16/04/2025;50011731000100;MARCAL TRANSPOR;199.51;0;1.719,00;0;0;1;MS;;0
287;15/04/2025;16/04/2025;31896843000141;MARCOS PARREIRA;199.51;0;9.541,00;0;0;1;MS;;0
51;14/04/2025;16/04/2025;53593086000170;FIDEL TRANSPORT;199.51;0;6.891,00;0;0;1;MS;;0
76;14/04/2025;16/04/2025;53117936000163;PEDRO EMERSON B;199.51;0;214;0;0;1;MS;;0
104;14/04/2025;16/04/2025;55236066000177;55.236.066 FABI;199.51;0;5.301,00;0;0;1;MS;;0
15;15/04/2025;16/04/2025;44696363000189;LOTUS TRANSPORT;199.51;0;12.000,00;0;0;1;MS;;0
161;14/04/2025;16/04/2025;16944369000192;JOTACEVE COMERC;199.51;0;4.125,00;0;0;1;MS;;0
15457;15/04/2025;16/04/2025;27958208000174;LH TRANSPORTES;199.51;0;1.061,00;0;0;1;MS;;0
726;04/04/2025;16/04/2025;43648350000171;HIPER FESTA;196.38;0;105,91;0;0;1;MS;;0
27461;09/04/2025;16/04/2025;7297361000190;CENTRAL MAX;132.02;5;641,5;0;0;1;MS;;0
712942;16/04/2025;16/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;15,23;0;0;2;MS;AJUSTE ESTO;QUE            0
27642;10/04/2025;16/04/2025;16605389000210;FREY SUPERMERCA;132.01;414;110,75;0;0;1;MS;;0
75164;12/04/2025;16/04/2025;3735605000119;UNIAO;132.01;408;568,44;6;0;1;MS;;0
75167;12/04/2025;16/04/2025;3735605000119;UNIAO;132.01;408;173,89;0;0;1;MS;;0
32738;12/04/2025;16/04/2025;19088260000199;GP MAIS SUPERME;132.01;408;174,3;0;0;1;MS;;0
32737;12/04/2025;16/04/2025;19088260000199;GP MAIS SUPERME;132.01;408;371,46;0;0;1;MS;;0
48;07/04/2025;16/04/2025;43259945000135;PADARIA MANA;132.01;11;40,23;4,27;0;1;MS;;0
8841;12/04/2025;16/04/2025;43437785000177;CENTRAL ATACADI;132.01;408;173,88;0;0;1;MS;;0
8842;12/04/2025;16/04/2025;43437785000177;CENTRAL ATACADI;132.01;408;1.443,62;0;0;1;MS;;0
1605;01/04/2025;16/04/2025;10141170000140;SUPERMERCADO LU;132.01;4;119,78;0;0;2;MS;;0
2372;08/04/2025;16/04/2025;27697083000419;MIX COSMETICOS;132.01;120;203,7;0;0;1;MS;;0
205;08/04/2025;16/04/2025;20277023000155;MERCEARIA JL;132.01;7;87,35;15,41;0;1;MS;;0
9347;14/04/2025;16/04/2025;9531413000177;NUNES SUPERMERC;132.01;403;57,96;0;0;1;MS;;0
7447;10/04/2025;16/04/2025;9531413000258;NUNES SUPERMERC;132.01;23;119,78;0;0;1;MS;;0
7446;10/04/2025;16/04/2025;9531413000258;NUNES SUPERMERC;132.01;403;409,52;0;0;1;MS;;0
1149;02/04/2025;16/04/2025;1802003000101;JANER CESAR;132.02;451;231;0;0;1;MS;;0
713014;16/04/2025;16/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;53,94;0;0;2;MS;AJUSTE ESTO;QUE            0
713035;16/04/2025;16/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;2.032,20;0;0;2;MS;;0
713100;16/04/2025;16/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;38,17;0;0;2;MS;;0
713102;16/04/2025;16/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;1.794,65;0;0;2;MS;;0
713166;16/04/2025;16/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;6,77;0;0;2;MS;;0
33441;25/03/2025;17/04/2025;1274396000632;DAMASCENO E DAM;132.02;800;3.090,78;88,48;0;1;MS;;0
19794;10/04/2025;17/04/2025;12075667000647;SM PIRES JOQUEI;132.02;121;202,96;24,08;0;1;MS;;0
23086;14/04/2025;17/04/2025;12075667000213;S PIRES PIRATIN;132.02;121;225,2;0;0;1;MS;;0
713169;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;204,46;0;0;2;MS;AJUSTE ESTO;QUE            0
713202;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;305,03;0;0;2;MS;AJUSTE ESTO;QUE            0
31000;04/04/2025;17/04/2025;8259544000699;TOPICO LOCACOES;299.09;0;53.076,00;0;0;0;SP;;0
31002;04/04/2025;17/04/2025;8259544000699;TOPICO LOCACOES;299.09;0;198.379,24;0;0;0;SP;;0
31103;15/04/2025;17/04/2025;8259544000699;TOPICO LOCACOES;299.09;0;713,96;0;0;0;SP;;0
713229;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;610,07;0;0;2;MS;AJUSTE ESTO;QUE            0
713237;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;1.006,62;0;0;2;MS;AJUSTE ESTO;QUE            0
713258;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;76,34;0;0;2;MS;;0
713261;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;3.756,28;0;0;2;MS;;0
713293;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;4.245,16;0;0;2;MS;;0
713294;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;185,81;0;0;2;MS;;0
713449;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;2.144,15;0;0;2;MS;;0
713484;17/04/2025;17/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;175,07;0;0;2;MS;;0
1082871;14/04/2025;17/04/2025;33033028003604;A-MONDELEZ;212.01;0;152.518,51;0;0;15;SP;;0
713585;22/04/2025;22/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;2.784,98;0;0;2;MS;AJUSTE ESTO;QUE            0
713586;22/04/2025;22/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;233,66;0;0;2;MS;AJUSTE DE E;STOQUE         0
1082643;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;110.388,33;0;0;15;SP;;0
1082644;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;9.151,10;0;0;15;SP;;0
1082645;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;8.119,48;0;0;15;SP;;0
1082646;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;16.895,32;0;0;15;SP;;0
1082647;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;20.858,41;0;0;15;SP;;0
1082648;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;61.007,40;0;0;15;SP;;0
1082649;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;4.781,46;0;0;15;SP;;0
1082650;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;4.797,43;0;0;15;SP;;0
1082651;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;16.268,62;0;0;15;SP;;0
1082652;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;6.107,78;0;0;15;SP;;0
1082653;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;430.014,60;0;0;15;SP;;0
1082654;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;480.015,12;0;0;15;SP;;0
1082655;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;4.641,91;0;0;15;SP;;0
1082656;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;50.060,19;0;0;15;SP;;0
1082659;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;26.720,09;0;0;15;SP;;0
1082660;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;11.954,41;0;0;15;SP;;0
1082661;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;277.702,01;0;0;15;SP;;0
1082863;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;33.714,96;0;0;15;SP;;0
1082864;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;21.992,88;0;0;15;SP;;0
1082865;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;60.325,59;0;0;15;SP;;0
1082866;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;1.877,26;0;0;15;SP;;0
1082867;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;11.991,76;0;0;15;SP;;0
1082868;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;1.567,67;0;0;15;SP;;0
1082869;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;36.646,70;0;0;15;SP;;0
1082870;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;30.562,15;0;0;15;SP;;0
1082872;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;60.081,48;0;0;15;SP;;0
1082873;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;212.01;0;8.119,48;0;0;15;SP;;0
1082657;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;299.40;0;3.752,00;0;0;15;SP;;0
1082658;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;299.40;0;3.618,00;0;0;15;SP;;0
1082662;12/04/2025;22/04/2025;33033028003604;A-MONDELEZ;299.40;0;3.752,00;0;0;15;SP;;0
1082862;14/04/2025;22/04/2025;33033028003604;A-MONDELEZ;299.40;0;3.216,00;0;0;15;SP;;0
3138;14/04/2025;22/04/2025;8573541000110;MERCADO LELECO;132.01;3;490,34;51,75;0;1;MS;;0
713737;22/04/2025;22/04/2025;7719683000261;SUPERMERCADO PI;132.16;402;897,96;41,84;0;2;MS;DEV.VENDA R;EF.NF CLI    625
713738;22/04/2025;22/04/2025;6088542000497;VT PARANA SUPER;132.16;9;267,26;2,75;0;2;MS;DEV.VENDA R;EF.NF CLI    670
713739;22/04/2025;22/04/2025;6088542000306;;132.16;9;165,25;0;0;2;MS;DEV.VENDA R;EF.NF CLI    669
713740;22/04/2025;22/04/2025;6088542000306;;132.16;9;303,79;0;0;2;MS;DEV.VENDA R;EF.NF CLI    588
713741;22/04/2025;22/04/2025;6088542000497;VT PARANA SUPER;132.16;9;453,61;0;0;2;MS;DEV.VENDA R;EF.NF CLI    589
713742;22/04/2025;22/04/2025;1274396000390;DAMASCENO DAMAS;132.16;413;833,93;0;0;2;MS;DEV.VENDA R;EF.NF CLI 438243
713743;22/04/2025;22/04/2025;1547436000320;AQUINO EXPRESS;132.16;413;101,97;5,13;0;2;MS;DEV.VENDA R;EF.NF CLI    660
713744;22/04/2025;22/04/2025;1274396000390;DAMASCENO DAMAS;132.16;413;4.624,55;168,73;0;2;MS;DEV.VENDA R;EF.NF CLI    668
713745;22/04/2025;22/04/2025;1274396001019;PORTAL ATACADO;132.16;413;504,41;20,69;0;2;MS;DEV.VENDA R;EF.NF CLI    673
15416;16/04/2025;22/04/2025;10235154000116;GT COMERC. ALIM;132.02;401;331,1;10,22;0;1;MS;;0
15417;16/04/2025;22/04/2025;10235154000116;GT COMERC. ALIM;132.02;401;137,36;1,04;0;1;MS;;0
45642;15/04/2025;22/04/2025;4738857000164;SM DUARTE;132.02;403;175,89;0,56;0;1;MS;;0
14984;11/04/2025;22/04/2025;12934721000158;ECONOMICO SUPER;132.02;5;171,01;0;0;2;MS;;0
15232;12/04/2025;22/04/2025;33791062000118;SUPERMERCADO SA;132.02;6;661;68,27;0;1;MS;;0
28413;15/04/2025;22/04/2025;5330582000198;GULART E CIA LT;132.01;5;91,34;16,12;0;1;MS;;0
28412;15/04/2025;22/04/2025;5330582000198;GULART E CIA LT;132.01;5;464,08;0;0;1;MS;;0
28414;15/04/2025;22/04/2025;5330582000198;GULART E CIA LT;132.01;5;13,2;0;0;1;MS;;0
14985;11/04/2025;22/04/2025;12934721000158;ECONOMICO SUPER;132.01;5;679,2;0;0;2;MS;;0
15436;14/04/2025;22/04/2025;22965953000127;A3 SUPERMERCADO;132.01;6;569,95;6,84;0;1;MS;;0
13144;12/04/2025;22/04/2025;4757459002996;ABEVE SUPERMERC;132.01;90;293,14;0;0;5;MS;;0
389396;17/04/2025;22/04/2025;2279324000136;A-GDC;212.01;0;178.921,81;0;0;3;SC;;0
436322;17/04/2025;22/04/2025;2279324000136;A-GDC;299.40;0;192,5;0;0;1;SC;;0
713746;22/04/2025;22/04/2025;26205324000150;;132.16;453;149,78;3,44;0;2;MS;DEV.VENDA R;EF.NF CLI    902
713747;22/04/2025;22/04/2025;13479697000177;;132.16;453;190,67;0;0;2;MS;DEV.VENDA R;EF.NF CLI    894
713748;22/04/2025;22/04/2025;5880618000298;SUPERMERCADO CE;132.16;5;438,06;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1292
713749;22/04/2025;22/04/2025;10425859000104;;132.16;5;1.038,70;38,69;0;2;MS;DEV.VENDA R;EF.NF CLI   1422
713750;22/04/2025;22/04/2025;4554957000130;;132.16;5;776,2;7,74;0;2;MS;DEV.VENDA R;EF.NF CLI   1431
713751;22/04/2025;22/04/2025;366281000109;V M S MARQUEZ E;132.16;5;230,66;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1455
713752;22/04/2025;22/04/2025;5113602000179;;132.16;6;1.386,05;20,02;0;2;MS;DEV.VENDA R;EF.NF CLI    743
713753;22/04/2025;22/04/2025;37983776000189;;132.16;21;105,38;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5120
713754;22/04/2025;22/04/2025;45682158000127;;132.16;21;207,82;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5117
713755;22/04/2025;22/04/2025;3827714000166;;132.16;21;58,48;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5118
713756;22/04/2025;22/04/2025;5113602000179;;132.34;6;156,03;4,62;0;2;MS;DEV.VENDA R;EF.NF CLI    686
713757;22/04/2025;22/04/2025;28787420000189;;132.16;6;1.485,60;8,99;0;2;MS;DEV.VENDA R;EF.NF CLI    744
713758;22/04/2025;22/04/2025;23007070000177;;132.16;6;437,74;24,6;0;2;MS;DEV.VENDA R;EF.NF CLI    745
713759;22/04/2025;22/04/2025;26835009000106;;132.16;6;1.195,90;64,57;0;2;MS;DEV.VENDA R;EF.NF CLI    729
713760;22/04/2025;22/04/2025;34398041000108;MERCADO MENEZES;132.16;6;1.134,85;100,41;0;2;MS;DEV.VENDA R;EF.NF CLI    728
713762;23/04/2025;23/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;363,93;0;0;2;MS;AJUSTE DE E;STOQUE         0
713768;23/04/2025;23/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;376,32;0;0;2;MS;AJUSTE ESTO;QUE            0
713769;23/04/2025;23/04/2025;40932176000104;;132.16;151;409,72;33,19;0;2;MS;DEV.VENDA R;EF.NF CLI   1051
713819;23/04/2025;23/04/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;395,44;0;0;2;MS;AJUSTE DE E;STOQUE         0
11784;17/04/2025;23/04/2025;42263870000527;EFICAZ ATACADAO;196.12;0;1.214,89;0;0;1;MS;;0
